cif_file,formula,volume,density,n_atoms,metal,CN_metal,spacegroup,spg_number
qmof-5bdd458.cif,Co1 H8 C6 N8 O4,268.5464308,1.948474893,27,Co,6,P-1,2
qmof-3d42878.cif,Ni4 H64 C96 N24 O56,3415.479598,1.305120114,244,Ni,6,Aea2,41
qmof-2622a28.cif,Mn2 H20 C30 O14,659.3613871,1.79901635,66,Mn,6,P-1,2
qmof-145af0e.cif,Ni6 H84 C96 N24 O24,3983.070187,0.963037723,234,Ni,6,P2_1/c,14
qmof-8b2988d.cif,Co16 H96 C96 N64,4132.259033,1.241367775,272,Co,4,Pbca,61
qmof-d72a836.cif,Fe2 H24 C36 S12 N20,1170.617468,1.749284652,94,Fe,6,P1,1
qmof-f6f9b84.cif,Co1 H10 C12 N10,365.9591228,1.602680842,33,Co,6,P-1,2
qmof-6c0ffdd.cif,Fe2 H36 C52 S4 N20,1259.892606,1.55646136,114,Fe,6,P1,1
qmof-3836f9d.cif,Mn1 H20 C16 N8 O6,480.429532,1.642871912,51,Mn,6,P-1,2
qmof-228e322.cif,Fe4 H80 C104 S8 N24,3581.382031,0.994922998,220,Fe,6,Pccn,56
qmof-9f43bb6.cif,Mn2 H32 C24 S4 N4 O16,827.8787307,1.746357065,82,Mn,6,P-1,2
qmof-2d0fa88.cif,Co4 H52 C72 N12 O16,3527.436488,0.742365823,156,Co,6,P2_1/c,14
qmof-88a6105.cif,Co8 H136 C144 N32 O32,4272.008754,1.282049134,352,Co,4.5,P2_1/c,14
qmof-ef6e774.cif,Co4 H84 C84 N32 O24,3084.132084,1.163780498,228,Co,7,P2_1/c,14
qmof-ccbcf36.cif,Ni4 H32 C36 N4 O20,1140.133943,1.566298144,96,Ni,6,P2_12_12,18
qmof-9e74cf8.cif,Mn4 H40 C20 O24,835.8251158,1.756783597,88,Mn,6,P2_1/c,14
qmof-ce8d87f.cif,Fe1 H20 C16 S2 N14,543.0871597,1.615628055,53,Fe,6,P1,1
qmof-483810b.cif,Co4 H48 C60 N32 O24,1953.546596,1.561435517,168,Co,7,P-1,2
qmof-6dfa47c.cif,Co4 H60 C96 N8 O16 F24,2355.274414,1.602703798,208,Co,5,P-1,2
qmof-17096b3.cif,Co2 H48 C42 N8 O8,1049.384974,1.441157317,108,Co,5,P-1,2
qmof-2b29f90.cif,Mn1 H20 C20 N2 O6,435.4449569,1.675318736,49,Mn,6,P1,1
qmof-5bcb068.cif,Fe2 H42 C62 S4 N22 O2,1767.375269,1.284453568,134,Fe,6,P1,1
qmof-5cb1239.cif,Co4 H32 C44 N4 O16,1041.372628,1.767538115,100,Co,5,P-1,2
qmof-4ea4482.cif,Co12 H136 C176 S12 N16 O48,5552.589644,1.296416658,400,Co,6,Pcca,54
qmof-35ae1e6.cif,Ni3 H18 C24 N30,819.4540766,1.829189673,75,Ni,6,P-1,2
qmof-7ae1c7d.cif,Fe2 H28 C48 Br4 N20,1197.10061,1.825712491,102,Fe,6,P2_1/c,14
qmof-0e79f50.cif,Mn1 H12 C10 Cl2 O6,312.8200313,1.879361032,31,Mn,6,P-1,2
qmof-5817741.cif,Mn1 H28 C50 N8,1131.057455,1.168262708,87,Mn,6,P-1,2
qmof-86b8af1.cif,Co6 H144 C150 N24 O30,3859.693472,1.340794026,354,Co,4,P6_122,178
qmof-c8f72fc.cif,Ni8 H48 C44 N4 O36,2163.419017,1.288264513,140,Ni,6,P1,1
qmof-4a51a86.cif,Mn2 H32 C16 N4 O20,618.7319146,1.906330874,74,Mn,6,P-42_1c,114
qmof-ef02703.cif,Co6 H84 C132 N32 O24,3185.557648,1.48868688,278,Co,4.666666667,P1,1
qmof-b7b8b62.cif,Co3 H24 C28 N2 O18,771.9412918,1.835535022,75,Co,6,P1,1
qmof-21af6bf.cif,Ni4 H68 C92 N12 Cl16 O20,2816.269675,1.452605148,212,Ni,6,P1,1
qmof-0c64ba3.cif,Mn4 H32 C36 O20,1002.84306,1.663083089,92,Mn,6,P2_1/c,14
qmof-b8b4172.cif,Ni4 H24 C40 N12,1320.509148,1.14114593,80,Ni,5,P2/c,13
qmof-d4a8601.cif,Co8 H104 C160 N40 O32,4045.733098,1.465381672,344,Co,5.5,P2_1/c,14
qmof-625c1df.cif,Ni8 H112 C176 N32 O32,6396.715275,0.949203701,360,Ni,6,P42_12,90
qmof-96e0e51.cif,Mn2 H12 C12 N16 O8,504.3079185,2.035559661,50,Mn,6,P2_1/c,14
qmof-ce13302.cif,Co8 H88 C88 N8 O44,3204.772633,1.260717374,236,Co,5,P2_1/c,14
qmof-64e197b.cif,Mn2 H14 C16 N2 O16,483.7012091,2.060348093,50,Mn,6,P-1,2
qmof-e2db1dc.cif,Ni3 H16 C20 N12 O12,717.679065,1.833644095,63,Ni,6,P-1,2
qmof-5d93570.cif,Mn4 H36 C56 N16 O18,1786.48486,1.339163022,130,Mn,6,C2/c,15
qmof-b3bf417.cif,Co2 H44 C64 N8 O14,1353.835233,1.553965258,132,Co,5,P-1,2
qmof-b92e7e5.cif,Co2 H30 C46 N4 O10,862.0447248,1.76566166,92,Co,6,P1,1
qmof-9bb222f.cif,Co4 H72 C72 N8 O24,2223.457318,1.24654028,180,Co,6,P-1,2
qmof-4ee0d95.cif,Co2 H12 C12 N4 O12,416.0749921,2.083719334,42,Co,6,C2/c,15
qmof-4a5ca9f.cif,Ni2 H28 C28 S4 N4 O10,782.3599819,1.753566143,76,Ni,6,P-1,2
qmof-6891316.cif,Co1 H8 C12 N2 O4,377.5937379,1.333097749,27,Co,6,P1,1
qmof-70883fe.cif,Ni2 H48 C64 N4 O14,1560.200841,1.29257509,132,Ni,6,P-1,2
qmof-6ad2d37.cif,Co2 H44 C38 N4 O8,890.7562761,1.496281685,96,Co,6,P-1,2
qmof-d8bdba8.cif,Co4 H68 C96 N24 O20,2850.567654,1.231145709,212,Co,6,P-1,2
qmof-e6dada5.cif,Mn4 H8 C24 N8 O16,633.056464,2.31908222,60,Mn,6,P2_1/c,14
qmof-16e1e21.cif,Ni2 H20 C24 N8 O8,607.3713993,1.820421464,62,Ni,4,P2_1/c,14
qmof-4e2bea2.cif,Mn2 H16 C14 N8 O6,432.2401609,1.92931537,46,Mn,6,P-1,2
qmof-b808abd.cif,Ni1 H8 C10 S2 N10,363.3043022,1.787405027,31,Ni,4,P-1,2
qmof-6d69c36.cif,Mn4 H32 C24 N8 O24,951.4085413,1.808708158,92,Mn,6,P2_1/c,14
qmof-b604c6b.cif,Mn16 H184 C120 N8 O72,4383.601134,1.428013258,400,Mn,6,P2_1/c,14
qmof-a0db6b2.cif,Mn6 H28 C16 N72 O8,1421.285911,1.970397445,130,Mn,6,Ibam,72
qmof-9653578.cif,Mn2 H40 C36 Br2 N4 O8,911.5091128,1.687682695,92,Mn,6,C2/c,15
qmof-8b6046e.cif,Co12 H96 C120 N8 O40,4653.098124,1.069629469,276,Co,5.333333333,Pc,7
qmof-00f576b.cif,Co2 H22 C34 N8 O8,793.6699196,1.649625481,74,Co,4,P-1,2
qmof-ec8a9b7.cif,Mn4 H104 C100 S8 N16 O16,3758.026972,0.999615048,248,Mn,6,P4_2/n,86
qmof-0b7af5b.cif,Co1 H18 C20 N8 O6,573.2863675,1.521661485,53,Co,6,P-1,2
qmof-ef89d0e.cif,Co2 H32 C36 S6 N8 O8,1009.974511,1.668710375,92,Co,6,P-1,2
qmof-92554a4.cif,Ni4 H16 C20 N12,567.4231883,1.929105367,52,Ni,4,P2_1/c,14
qmof-2253402.cif,Mn3 H16 C24 N6 O18,705.3535742,1.980412339,67,Mn,6,P-1,2
qmof-c48387a.cif,Co2 H20 C28 N4 O8,590.253706,1.852102841,62,Co,6,P-1,2
qmof-796ed67.cif,Co1 H20 C20 N14 O2,590.9433431,1.538179191,57,Co,6,P-1,2
qmof-5386b34.cif,Mn2 H8 C8 N16 O4,409.6275399,2.035523538,38,Mn,6,P2_1/c,14
qmof-b46c893.cif,Mn2 H56 C64 N6 O18 F2,1430.212088,1.561640938,148,Mn,6,P-1,2
qmof-191e06e.cif,Co6 H16 C28 N12 O12,1248.382569,1.418074156,74,Co,5.333333333,P-1,2
qmof-30870a6.cif,Fe2 H12 C24 O8,552.977812,1.621679899,46,Fe,6,C2/c,15
qmof-6fc3e2b.cif,Co6 H24 C48 O24,1404.00718,1.582813169,102,Co,4.666666667,P-1,2
qmof-849cda5.cif,Co1 H12 C14 N6 O4,425.5051519,1.511115477,37,Co,6,P-1,2
qmof-953f377.cif,Mn2 H32 C48 N4 O8,912.5088853,1.642627049,94,Mn,6,P-1,2
qmof-b3dd2cb.cif,Co8 H80 C88 N16 O40,3176.240178,1.292950591,232,Co,6,P2,3
qmof-3eba276.cif,Co2 H28 C48 S2 N4 O12,1032.904893,1.663508408,96,Co,6,Cc,9
qmof-9f24a92.cif,Mn2 H24 C16 N4 O16,527.783874,2.008108809,62,Mn,6,P2_1/c,14
qmof-8caef9e.cif,Ni4 H28 C36 N8 O20,1263.878568,1.481257394,96,Ni,6,P2_12_12,18
qmof-4c69dae.cif,Co8 H128 C192 N16 O32,4950.05186,1.22195082,376,Co,6,Pbca,61
qmof-7c0089b.cif,Ni4 H72 C72 N8 O24,2199.444642,1.259425356,180,Ni,6,P1,1
qmof-5e593df.cif,Co2 H12 C8 O12,333.3878065,2.082175338,34,Co,6,P1,1
qmof-213cb46.cif,Co2 P4 H24 C28 S2 N4 O12,832.8491829,1.823137904,76,Co,5,P2_1,4
qmof-a1a5849.cif,Fe2 H16 C24 N8,947.9079561,0.925170257,50,Fe,4,C2/c,15
qmof-639e83a.cif,Ni2 H40 C42 N12 O12,1046.97088,1.621294253,108,Ni,6,P-1,2
qmof-38c79d8.cif,Fe9 H27 C63 O45,2028.880079,1.642194635,144,Fe,6,P1,1
qmof-0c75beb.cif,Mn2 H28 C22 N8 O12,685.5889402,1.710896818,72,Mn,6,P2_1,4
qmof-cc7c086.cif,Mn4 P8 H100 C100 O36,2709.199089,1.437547688,248,Mn,5,P2_12_12_1,19
qmof-290d012.cif,Fe2 H48 C36 S4 N28,1157.803812,1.596142991,118,Fe,6,P1,1
qmof-7b5e892.cif,Co1 H18 C12 N24 Cl2,557.7274399,1.870571519,57,Co,6,P-1,2
qmof-6104fb7.cif,Fe3 H14 C20 N4 O16,573.1772015,2.126099965,57,Fe,6,P-1,2
qmof-8e51b6a.cif,Fe2 H8 C8 N16,335.7334927,2.17597609,34,Fe,6,C2/m,12
qmof-5e5be54.cif,Ni1 H14 C10 N8 O2,355.2167736,1.57521227,35,Ni,6,C2/m,12
qmof-3b0015d.cif,Co4 P4 H24 C8 N4 O12,514.2247185,2.350617373,56,Co,4,P2_1/c,14
qmof-12b0750.cif,Co2 P2 H38 C44 N8 O6,1020.171286,1.553867588,100,Co,4,P-1,2
qmof-9e3b867.cif,Mn2 H22 C28 N4 O8,658.4002413,1.645336286,64,Mn,5,P1,1
qmof-4b14a04.cif,Mn4 H24 C32 N32 O4,1144.090225,1.655324045,96,Mn,6,P2_1/c,14
qmof-ab232ec.cif,Ni8 H128 C144 N16 O48,3931.630029,1.402291945,344,Ni,6,P2_1/c,14
qmof-7fbe17e.cif,Mn1 H12 C16 N10 O2,425.6419656,1.68249675,41,Mn,6,P1,1
qmof-510e27f.cif,Ni2 H36 C46 N8 O12,1004.130653,1.670594585,104,Ni,6,P-1,2
qmof-db8e77b.cif,Mn6 H60 C48 N24,2660.172503,0.813223782,138,Mn,4,Fmm2,42
qmof-fbac185.cif,Ni4 P4 H16 C4 O16,397.8492233,2.833289155,44,Ni,6,P2_1/c,14
qmof-48426ba.cif,Co3 H84 C60 S6 N24 O18,2393.957667,1.247610274,195,Co,6,P1,1
qmof-541293e.cif,Mn1 H20 C18 S2 N4 O6,514.6389426,1.637319424,51,Mn,6,P-1,2
qmof-df3c618.cif,Mn2 H24 C32 N20 O4,865.6263065,1.654619825,82,Mn,6,P1,1
qmof-9e477b5.cif,Mn3 H24 C30 N42,1110.81954,1.70058318,99,Mn,6,P1,1
qmof-4877fcf.cif,Co2 H24 C8 Cl4 O8,443.9100943,1.90009287,46,Co,6,P-1,2
qmof-e8bc912.cif,Co1 H30 C32 N4 O4,679.8166471,1.44979292,71,Co,6,P-1,2
qmof-7aca348.cif,Ni4 H64 C96 N8 O20,2246.813475,1.392655759,192,Ni,6,P-1,2
qmof-c9afd47.cif,Co4 H32 C48 N16,2486.733778,0.713572472,100,Co,4,P4_322,95
qmof-222f47b.cif,Co8 H64 C96 N32,4801.403558,0.739144189,200,Co,4,P2_1/c,14
qmof-e2276ee.cif,Mn2 H16 C32 N20 O4,856.453134,1.656707882,74,Mn,6,P2_1/c,14
qmof-ddf978d.cif,Ni2 H30 C30 N10 O10,794.2301727,1.689343011,82,Ni,6,P-1,2
qmof-ce62fdc.cif,Ni8 H152 C232 N24 O48,5932.964278,1.263217566,464,Ni,6,Ibca,73
qmof-5d8a76d.cif,Fe2 Si8 H88 C44 N8,1404.41364,1.259931974,150,Fe,4,Cc,9
qmof-284d34c.cif,Mn4 H64 C84 N16 O16,1972.999259,1.492429398,184,Mn,6,P2_1/c,14
qmof-99861b8.cif,Mn1 H24 C24 S2 N6 O8,604.2254439,1.768613463,65,Mn,6,P-1,2
qmof-862ede4.cif,Co20 H104 C128 N16 O80,4179.688107,1.718237316,348,Co,5.4,C2/c,15
qmof-49849ba.cif,Co6 H72 C60 N4 O48,2438.989339,1.341788732,190,Co,6,P2_1/c,14
qmof-767c706.cif,Co4 H48 C56 N16 O16,1522.478775,1.567102505,140,Co,4,P2_1/c,14
qmof-a4114e9.cif,Co4 H24 C48 N16 F8,2579.685756,0.780504253,100,Co,4,P4_3,78
qmof-ac134b6.cif,Fe6 H30 C30 O24,1346.557369,1.368347736,90,Fe,6,P1,1
qmof-c587782.cif,Co4 H88 C124 N44 O20,3691.103864,1.23717751,280,Co,7,P-1,2
qmof-859616a.cif,Ni2 P2 H14 C16 N6 Cl2 O6,566.4201303,1.866161713,48,Ni,6,P-1,2
qmof-c701205.cif,Co2 H36 C46 N8 O12,1014.502099,1.654300776,104,Co,6,P-1,2
qmof-88dd1d6.cif,Co8 H176 C232 N24 O48,6398.725742,1.17804386,488,Co,7,P-1,2
qmof-41e59b9.cif,Ni4 H24 C24 N16,675.6590151,1.895661149,68,Ni,4,Pbcn,60
qmof-9545770.cif,Mn1 H34 C30 S2 N6 O12,789.4491858,1.661049818,85,Mn,6,P-1,2
qmof-f7bdc4d.cif,Ni2 H24 C24 N4 O10,764.7323249,1.402408868,64,Ni,6,P1,1
qmof-a9805bf.cif,Co2 H20 C24 Br4 N4 O12,709.2915224,2.326883852,66,Co,6,P2_1/c,14
qmof-6f77b06.cif,Mn2 H22 C18 N6 Cl4 O4,585.2586846,1.810444964,56,Mn,7,C2/c,15
qmof-7b77cf8.cif,Fe2 H6 C4 N6 Cl4,265.7021588,2.447557454,22,Fe,6,P-1,2
qmof-3d85a5e.cif,Co4 P4 H32 C28 N8 O12,1019.054337,1.682005274,88,Co,4,P2_1/c,14
qmof-d6bcb97.cif,Co1 H8 C10 N4 O6,320.7459132,1.755699663,29,Co,6,P-1,2
qmof-1c732af.cif,Co2 H8 C16 O8,346.8661366,2.135579905,34,Co,6,P-1,2
qmof-5ee3f65.cif,Mn4 H36 C20 N4 Cl8 O8,869.4555401,1.840911061,80,Mn,6,P2_12_12_1,19
qmof-53816c0.cif,Fe2 H20 C8 N4 Cl4,378.955667,1.865687981,38,Fe,6,P-1,2
qmof-e7503d8.cif,Co1 H20 C10 S4 O12,489.6456239,1.761620972,47,Co,6,P-1,2
qmof-3f76144.cif,Co4 H72 C80 N16 O16,2213.266283,1.312409344,188,Co,6,P-1,2
qmof-18c6d13.cif,Co8 H48 C24 O16,962.3367972,1.836123762,96,Co,4.875,P1,1
qmof-35b83fb.cif,Mn8 H32 C40 N16 O40,1366.739152,2.206702495,136,Mn,6,Pbca,61
qmof-ebe89ba.cif,Mn4 H28 C24 N36 O4,1048.696706,1.7488524,96,Mn,6,P2_1/c,14
qmof-95efdd8.cif,Co2 H40 C50 N8 O8,1444.191934,1.148388173,108,Co,4,P-1,2
qmof-3646488.cif,Mn3 H28 C46 N2 O12,947.0992124,1.692862087,91,Mn,6,P1,1
qmof-5d92ffc.cif,Mn2 H120 C140 N16,3460.753404,1.025104034,278,Mn,6,P-1,2
qmof-3bddfea.cif,Ni4 H64 C64 N16 O24,2081.274494,1.337239301,172,Ni,6,C2/c,15
qmof-b9ae1a9.cif,Mn1 H60 C66 N8 O2,1775.328602,0.984141441,137,Mn,6,P1,1
qmof-0f7138b.cif,Ni2 H40 C44 N4 O8,922.3093107,1.566715668,98,Ni,6,C2/c,15
qmof-a8304b6.cif,Ni4 H112 C80 N16 O16,3570.587064,0.831814906,228,Ni,6,P-1,2
qmof-4e93a90.cif,Mn2 H14 C16 N2 O10,475.2687763,1.761502402,44,Mn,6,P-1,2
qmof-ccbc5fe.cif,Ni8 H84 C104 N4 O40,2762.584467,1.502301472,240,Ni,6,P2_1/c,14
qmof-13989ad.cif,Co3 H42 C66 N36,1886.88235,1.334217178,147,Co,6,R-3,148
qmof-4a4f095.cif,Co4 H28 C12 Cl8 O6,657.0496359,1.990737121,58,Co,5,Cm,8
qmof-0410c7c.cif,Co2 H32 C48 N8 O8,1029.489443,1.559233739,98,Co,6,P1,1
qmof-010c828.cif,Ni2 H68 C76 N20 Cl4 O8,2576.677211,1.06249219,178,Ni,6,P2_1/c,14
qmof-5c354ae.cif,Mn6 H90 C72 N12 O30,2850.143375,1.126299033,210,Mn,6,P3_221,154
qmof-eb34482.cif,Co2 P2 H20 C12 N2 O12,444.446346,2.107616009,50,Co,6,P-1,2
qmof-547262c.cif,Co1 H26 C32 N10 O6,752.2686458,1.557403417,75,Co,6,P-1,2
qmof-59a2ee1.cif,Mn4 H56 C80 N8 O36,1936.534393,1.650721292,184,Mn,6,P2_1/c,14
qmof-87a7761.cif,Co2 H34 C40 N6 O8,924.7267388,1.516654406,90,Co,6,P-1,2
qmof-8d4816d.cif,Mn2 H22 C18 N2 O20,581.3185351,1.988826388,64,Mn,7,P1,1
qmof-a8ea913.cif,Fe3 H48 C72 N30,3515.892783,0.708861879,153,Fe,6,P-1,2
qmof-b5821fa.cif,Co4 H44 C72 N8 O20,1632.089623,1.604381457,148,Co,4,P-1,2
qmof-3fcd371.cif,Ni6 H78 C102 N12 O36,4085.372546,0.97547466,234,Ni,6,P1,1
qmof-aecd116.cif,Mn1 H16 C26 N8 O2,646.6506075,1.354303436,53,Mn,6,P-1,2
qmof-f6990bf.cif,Co2 H24 C16 N4 O16,503.1175988,2.132932051,62,Co,6,P-1,2
qmof-8e0ee46.cif,Co2 H36 C52 N12 O10,1293.843691,1.420462514,112,Co,6,P-1,2
qmof-f906424.cif,Mn2 H38 C46 N6 O14,1042.524686,1.606665806,106,Mn,6,P-1,2
qmof-5e8c015.cif,Ni3 H96 C54 N18 O18,2195.622422,1.1053484,189,Ni,6,P-1,2
